userid,logins_m_1,logins_m_2,logins_m_3,logins_m_4,logins_m_5,logins_m_6,logins_m_7,touserid,kudos_t_m_1,kudos_t_m_2,kudos_t_m_3,kudos_t_m_4,kudos_t_m_5,kudos_t_m_6,kudos_t_m_7,fromuserid,kudos_f_m_1,kudos_f_m_2,kudos_f_m_3,kudos_f_m_4,kudos_f_m_5,kudos_f_m_6,kudos_f_m_7,userid_0,kpi_m_1,kpi_m_2,kpi_m_3,kpi_m_4,kpi_m_5,kpi_m_6,kpi_m_7,userid_1,lrn_m_1,lrn_m_2,lrn_m_3,lrn_m_4,lrn_m_5,lrn_m_6,lrn_m_7,userid_2,lrn_t_m_1,lrn_t_m_2,lrn_t_m_3,lrn_t_m_4,lrn_t_m_5,lrn_t_m_6,lrn_t_m_7
22267,932,615,472,572,389,811,758,,,,,,,,,,,,,,,,,22267,29,27,28,32,24,31,32,22267,13.000,35.714,9.400,13.800,26.000,24.375,17.250,22267,4,103,27,10,12,25,15
20009,205,169,194,227,96,77,218,20009,,,3,3,2,,,,,,,,,,,20009,33,33,36,33,28,21,28,20009,,,16.000,15.000,,,0.000,20009,,,10,2,,,2
23137,274,351,336,316,451,553,274,23137,2,2,,3,5,4,1,23137,1,2,1,8,2,1,,23137,23,19,20,22,30,28,21,23137,6.250,,,17.857,19.375,13.750,35.000,23137,6,,,16,15,5,27
16506,284,286,251,265,236,165,213,16506,1,,,,,,,,,,,,,,,16506,31,29,30,24,15,27,21,16506,,,21.666,0.000,21.428,,18.125,16506,,,5,6,14,,36
24448,,,102,6,3,9,,,,,,,,,,,,,,,,,,24448,,,11,6,9,12,10,24448,,,4.583,,,11.000,,24448,,,26,,,10,
20030,465,177,226,425,218,230,416,20030,2,,,1,,,1,20030,1,,,,,,,20030,30,28,26,31,27,29,41,20030,,0.000,13.333,26.000,25.000,36.000,10.714,20030,,6,4,9,6,10,17
14893,363,310,541,522,603,463,312,14893,,,,,6,,,14893,11,6,7,14,10,3,5,14893,25,23,34,28,31,28,34,14893,25.000,30.000,31.666,37.000,25.000,25.555,10.000,14893,2,4,40,7,4,14,1
22710,2367,877,680,819,50,,,22710,1,,,,,,,,,,,,,,,22710,36,26,16,19,1,0,0,22710,41.666,33.125,112.500,29.000,,,,22710,4,52,2,5,,,
21147,135,121,63,96,72,111,65,,,,,,,,,,,,,,,,,21147,26,25,19,21,18,19,15,21147,0.250,15.000,,15.000,,26.250,17.500,21147,4,1,,30,,9,6
5959,58,53,71,76,56,48,45,5959,1,,,,,,1,,,,,,,,,5959,24,22,25,26,19,31,18,5959,25.000,,,15.000,,,15.000,5959,3,,,7,,,13
17542,62,93,67,312,135,104,114,17542,1,,1,,,,1,17542,4,6,,4,4,,,17542,27,33,14,36,25,25,30,17542,,,21.666,22.500,25.000,25.000,,17542,,,6,60,4,2,
12693,26,18,16,52,16,61,7,,,,,,,,,,,,,,,,,12693,8,2,0,2,0,3,0,12693,0.000,,25.000,50.000,,40.000,,12693,1,,2,4,,2,
6415,,,97,178,53,142,172,,,,,,,,,,,,,,,,,6415,,,9,16,13,18,17,6415,,,,22.500,25.000,20.000,40.000,6415,,,,6,1,1,16
10150,297,221,94,66,105,152,79,10150,1,,,,,,,10150,10,,5,5,10,20,15,10150,15,16,3,9,4,7,4,10150,17.857,30.833,,10.000,25.000,18.333,,10150,8,25,,1,3,9,
22089,71,100,97,46,53,55,43,22089,,,1,,,,,,,,,,,,,22089,18,19,16,17,20,21,19,22089,,,32.500,65.000,,,32.142,22089,,,8,3,,,64
11984,163,229,531,366,263,717,440,,,,,,,,,,,,,,,,,11984,16,13,25,20,12,26,21,11984,,40.000,21.666,15.000,,28.571,29.166,11984,,37,4,2,,14,19
19837,599,470,472,419,296,774,1482,,,,,,,,,,,,,,,,,19837,28,31,25,24,20,29,36,19837,12.500,,25.000,35.000,,,24.666,19837,4,,2,57,,,59
11509,237,187,43,296,399,711,959,11509,,,,,,3,1,11509,4,,,,3,14,2,11509,27,17,12,25,27,39,44,11509,,,,100.000,18.571,18.500,,11509,,,,1,15,34,
20380,144,152,92,183,105,351,344,20380,,1,,,,,,20380,,,,4,,2,,20380,39,36,26,24,27,39,42,20380,12.500,,,15.714,,23.000,14.615,20380,3,,,11,,11,21
19523,269,189,344,339,245,124,250,19523,,,1,,,,,,,,,,,,,19523,36,32,28,33,33,29,38,19523,25.000,,7.272,22.857,25.000,,30.882,19523,2,,13,8,5,,88
16864,54,66,33,117,43,57,173,16864,,,,1,,,,,,,,,,,,16864,19,17,15,14,18,13,29,16864,,,,20.769,,,30.333,16864,,,,72,,,49
17490,37,159,209,515,272,236,300,,,,,,,,,,,,,,,,,17490,4,17,18,26,19,26,19,17490,,,18.333,20.000,,,,17490,,,5,124,,,
18264,154,148,126,67,122,116,105,,,,,,,,,,,,,,,,,18264,17,18,15,14,14,11,11,18264,25.000,,,,25.000,,,18264,3,,,,3,,
12752,115,40,102,138,181,85,78,,,,,,,,,12752,1,,,,,,,12752,13,5,20,18,19,26,11,12752,,,,27.272,22.500,25.000,17.500,12752,,,,80,17,1,10
23171,486,518,553,357,314,386,476,23171,,,1,,,,,,,,,,,,,23171,35,24,34,29,27,31,35,23171,,33.125,25.000,15.000,28.750,18.000,32.500,23171,,29,3,8,8,13,5
24663,,,38,32,24,20,,,,,,,,,,,,,,,,,,24663,,,5,14,10,10,0,24663,,,10.000,,6.500,30.000,,24663,,,5,,15,5,
17365,482,1073,908,1054,713,450,799,17365,1,6,3,5,4,1,2,17365,1,13,13,12,8,1,1,17365,20,33,32,28,25,19,28,17365,25.000,,,7.500,,,40.000,17365,4,,,22,,,12
22823,240,445,182,154,188,249,341,22823,1,1,,,,,,,,,,,,,,22823,20,27,17,26,27,26,34,22823,,35.714,,,,23.181,,22823,,21,,,,21,
25482,,,,82,443,129,,,,,,,,,,,,,,,,,,25482,,,,15,41,9,0,25482,,,,25.000,,25.000,,25482,,,,2,,2,
19407,162,141,105,95,89,105,92,19407,,1,1,,,,1,19407,,1,,,,,,19407,26,24,22,20,20,21,17,19407,6.250,,,21.428,25.000,30.000,,19407,6,,,12,3,4,
6084,68,43,78,167,64,55,91,,,,,,,,,,,,,,,,,6084,22,7,19,24,20,15,6,6084,25.000,32.500,,29.444,25.000,25.000,18.125,6084,2,2,,17,2,3,16
24956,,,19,31,30,17,90,24956,,,,,,,1,,,,,,,,,24956,,,0,6,14,15,14,24956,,,0.000,0.000,,,23.666,24956,,,1,2,,,42
15850,312,787,347,248,257,247,325,15850,,2,2,1,,1,,15850,1,,1,,1,1,,15850,28,32,20,13,16,16,12,15850,,13.333,0.000,65.000,17.142,10.000,24.000,15850,,100,1,7,12,1,105
18993,50,41,23,127,57,100,143,,,,,,,,,,,,,,,,,18993,14,11,11,17,19,17,19,18993,25.000,25.000,15.000,27.727,,,17.000,18993,2,2,1,41,,,21
16946,305,151,377,189,22,,,16946,,,,3,,,,16946,,,3,3,,,,16946,30,27,41,7,4,0,0,16946,25.000,,21.666,20.000,,,,16946,6,,9,8,,,
23336,484,437,300,214,344,286,237,23336,1,,,,,,,,,,,,,,,23336,26,30,27,19,27,31,27,23336,,19.166,32.000,13.333,32.500,30.625,10.000,23336,,9,6,15,11,27,1
20572,230,159,85,103,192,323,424,20572,,,,2,,,,,,,,,,,,20572,34,25,22,20,24,31,40,20572,25.000,14.666,3.500,22.230,,26.666,20.000,20572,2,5,2,29,,7,16
20485,377,184,10,17,303,145,85,20485,1,,,,,1,1,,,,,,,,,20485,30,16,7,11,27,12,10,20485,25.000,,,,,30.000,15.000,20485,4,,,,,1,17
20276,288,137,112,86,78,222,96,20276,,1,,,,1,,,,,,,,,,20276,43,36,32,18,20,29,23,20276,25.000,,21.666,7.250,18.750,28.333,10.000,20276,2,,5,6,7,37,1
24995,,,94,1032,787,963,719,24995,,,,,2,,,,,,,,,,,24995,,,3,27,25,33,36,24995,,,5.714,16.666,29.444,30.833,10.000,24995,,,9,9,29,8,3
8979,165,329,337,321,289,177,335,8979,1,1,,,,,,,,,,,,,,8979,9,33,25,20,18,7,28,8979,,25.000,,40.833,25.000,,27.187,8979,,2,,22,1,,41
22989,149,274,176,275,398,306,197,22989,,,,2,,,,,,,,,,,,22989,17,25,20,24,27,30,23,22989,25.000,25.000,,42.500,,,6.666,22989,2,1,,7,,,4
26263,,,,,,29,114,,,,,,,,,,,,,,,,,26263,,,,,,0,2,26263,,,,,,,21.250,26263,,,,,,,9
22408,168,149,155,155,123,81,57,22408,,,,1,,,1,,,,,,,,,22408,36,20,18,22,19,13,10,22408,12.500,20.000,25.000,12.000,23.000,17.500,5.000,22408,2,5,1,6,14,9,7
20900,246,251,342,273,516,376,510,,,,,,,,,,,,,,,,,20900,14,20,17,11,23,16,18,20900,62.500,,200.000,49.000,87.500,40.000,,20900,3,,1,10,4,1,
17498,326,161,227,275,140,351,494,17498,,,1,,,,,,,,,,,,,17498,38,27,41,31,24,24,35,17498,,,,0.000,,18.461,6.666,17498,,,,1,,141,4
12101,21,67,135,148,93,100,117,12101,,1,,,,1,1,12101,,,,,1,1,,12101,27,43,51,46,42,47,39,12101,,,,25.454,25.000,24.000,21.363,12101,,,,30,6,13,29
25869,,,,,,93,164,25869,,,,,,2,,,,,,,,,,25869,,,,,0,13,26,25869,,,,,,20.357,6.666,25869,,,,,,29,30
14983,163,260,227,245,249,201,308,14983,1,1,,1,,,,,,,,,,,,14983,25,34,37,20,31,21,31,14983,19.000,,13.333,23.333,,,36.000,14983,1,,40,6,,,31
14079,256,111,148,167,119,112,86,14079,2,1,1,,,,,14079,1,,,,,,,14079,43,30,30,21,22,16,6,14079,,,20.000,14.166,,32.500,,14079,,,3,31,,18,
21510,107,79,80,176,117,60,51,,,,,,,,,,,,,,,,,21510,17,16,16,12,14,13,17,21510,,6.666,,26.250,,19.166,11.000,21510,,19,,47,,14,11
21498,203,160,372,401,243,285,361,21498,,,,,,2,,21498,,,,2,,,,21498,13,11,17,18,13,27,19,21498,0.000,,,33.571,25.000,,26.315,21498,1,,,24,2,,122
16202,237,205,189,244,198,240,297,16202,,1,,1,2,,1,,,,,,,,,16202,27,34,22,25,28,29,26,16202,8.333,,,19.090,40.000,30.000,22.916,16202,6,,,38,2,2,26
22714,164,117,148,103,153,151,144,22714,1,,,,2,,,,,,,,,,,22714,28,26,25,30,26,21,31,22714,,,15.000,22.500,0.000,,,22714,,,2,5,4,,
12859,157,59,60,148,169,64,178,,,,,,,,,,,,,,,,,12859,26,18,22,25,27,19,22,12859,8.333,,,,17.777,,21.666,12859,16,,,,25,,26
21899,150,168,114,68,142,194,454,21899,,2,4,,1,2,4,,,,,,,,,21899,27,25,24,18,25,31,38,21899,4.166,,,,,,24.736,21899,8,,,,,,92
20754,123,158,166,183,248,194,239,,,,,,,,,,,,,,,,,20754,18,15,21,21,25,27,27,20754,,0.000,,100.000,,,40.000,20754,,5,,1,,,47
18222,378,121,198,280,249,153,212,,,,,,,,,,,,,,,,,18222,32,20,28,26,23,16,22,18222,25.000,,7.000,35.888,,,26.533,18222,3,,1,36,,,29
22633,21,89,31,29,85,24,23,,,,,,,,,,,,,,,,,22633,24,28,25,22,25,22,22,22633,,30.833,21.666,20.000,23.000,40.000,30.000,22633,,35,6,6,8,6,6
19053,593,572,598,536,524,755,514,,,,,,,,,,,,,,,,,19053,35,38,40,32,28,40,32,19053,,,,12.222,25.000,,36.666,19053,,,,10,1,,51
13045,31,88,77,173,145,179,186,,,,,,,,,,,,,,,,,13045,18,32,26,35,35,41,43,13045,,21.666,,29.285,20.000,35.000,40.000,13045,,7,,46,13,17,15
5967,72,67,67,128,94,120,177,,,,,,,,,,,,,,,,,5967,7,5,9,5,8,6,10,5967,25.000,,15.000,33.636,,,26.176,5967,1,,1,34,,,54
13644,340,263,235,259,191,203,276,13644,,,,1,,,1,13644,,,,4,,,1,13644,38,49,39,42,36,37,34,13644,6.000,16.250,20.000,15.500,25.000,21.666,6.666,13644,1,8,4,34,4,8,5
18253,31,72,10,62,112,6,,,,,,,,,,,,,,,,,,18253,24,30,17,11,33,8,12,18253,25.000,,,23.500,24.444,,,18253,3,,,26,43,,
6273,70,85,95,98,117,165,130,,,,,,,,,,,,,,,,,6273,34,32,23,32,37,34,27,6273,25.000,25.000,34.285,,0.000,26.153,5.000,6273,2,2,15,,1,21,2
23946,38,207,270,253,270,133,280,,,,,,,,,,,,,,,,,23946,0,15,19,17,19,13,32,23946,0.000,,,,,,,23946,3,,,,,,
6455,255,218,83,96,140,219,156,,,,,,,,,,,,,,,,,6455,33,25,15,15,21,30,23,6455,22.000,28.125,,20.000,25.000,34.285,12.857,6455,5,66,,12,6,17,20
15456,130,109,118,188,352,252,148,15456,,,,1,,,,,,,,,,,,15456,24,23,25,29,22,22,15,15456,,0.000,,21.666,7.250,30.000,15.000,15456,,1,,15,32,4,24
22596,461,591,606,470,417,224,225,,,,,,,,,,,,,,,,,22596,17,20,23,25,18,21,26,22596,,29.375,20.000,11.250,15.000,24.285,4.000,22596,,34,5,9,9,13,32
12815,122,91,36,67,186,115,111,12815,,1,,,,1,,,,,,,,,,12815,28,25,16,26,24,27,24,12815,,20.000,,17.500,28.333,25.000,18.500,12815,,4,,7,70,8,38
22399,116,125,56,56,59,49,43,22399,1,1,,,2,,,,,,,,,,,22399,25,19,14,15,22,21,19,22399,,25.000,15.666,11.800,19.000,,20.000,22399,,4,6,10,16,,8
11618,186,173,137,270,311,241,257,11618,,,,1,,,,11618,,,,,,1,,11618,34,38,28,18,34,23,27,11618,25.000,,,22.272,,24.444,27.500,11618,2,,,46,,18,17
9203,74,150,162,172,229,276,379,9203,1,,,,,,,,,,,,,,,9203,22,30,30,29,32,31,40,9203,,12.500,18.333,,,26.666,12.500,9203,,23,6,,,7,3
19310,235,325,263,236,339,243,214,,,,,,,,,,,,,,,,,19310,24,28,25,23,24,18,20,19310,,33.125,25.000,100.000,25.000,34.000,,19310,,61,1,1,12,12,
21633,250,229,153,133,95,318,313,,,,,,,,,,,,,,,,,21633,35,26,27,15,20,34,23,21633,6.250,,,18.636,,,21.190,21633,5,,,37,,,74
20512,141,115,254,89,61,112,113,20512,,,,2,,,,,,,,,,,,20512,14,8,16,20,5,12,8,20512,,26.666,16.250,21.250,25.000,28.333,25.000,20512,,13,35,10,1,7,17
18136,422,259,295,392,450,399,328,,,,,,,,,,,,,,,,,18136,25,22,19,25,26,20,21,18136,,10.000,25.000,15.000,15.000,26.250,13.333,18136,,5,3,9,2,4,3
23379,312,442,427,316,456,571,412,,,,,,,,,,,,,,,,,23379,14,27,17,7,22,23,27,23379,25.000,12.500,26.666,15.000,22.500,7.727,25.000,23379,3,6,62,5,6,14,27
18768,484,386,252,266,256,238,55,18768,1,,1,,,1,,18768,,,,,,1,,18768,20,14,14,12,13,12,2,18768,,25.000,21.666,32.000,25.000,25.000,,18768,,1,4,5,3,3,
23464,493,333,157,205,469,229,251,,,,,,,,,,,,,,,,,23464,24,25,24,20,25,16,25,23464,,25.000,20.000,24.285,17.500,23.333,24.375,23464,,4,4,39,8,3,11
17622,67,62,58,152,90,50,173,17622,1,,1,4,,,1,,,,,,,,,17622,26,21,30,29,25,23,28,17622,6.333,17.500,13.333,35.000,,30.000,19.666,17622,3,18,10,10,,2,45
7457,329,315,276,344,362,179,446,7457,2,2,3,4,3,,2,7457,,2,1,5,2,,,7457,35,24,24,30,31,28,34,7457,,,,0.000,,,,7457,,,,1,,,
10208,64,75,80,63,65,50,128,,,,,,,,,,,,,,,,,10208,30,38,32,32,30,26,35,10208,0.000,,2.500,100.000,18.181,,21.500,10208,2,,7,1,21,,49
22068,136,106,87,95,78,85,133,,,,,,,,,22068,,,,,,,1,22068,36,28,26,11,18,17,27,22068,25.000,,,28.125,,,21.666,22068,1,,,14,,,30
22952,643,555,326,182,183,149,69,,,,,,,,,,,,,,,,,22952,27,28,21,18,18,13,17,22952,,18.000,13.333,28.166,18.000,37.142,18.750,22952,,10,5,13,9,45,26
10175,333,172,204,249,310,342,235,10175,,,,,,1,,,,,,,,,,10175,28,25,17,22,22,22,25,10175,25.000,,,20.000,,,,10175,2,,,4,,,
6530,104,105,93,64,92,173,118,,,,,,,,,,,,,,,,,6530,16,13,19,14,9,12,23,6530,,35.714,15.000,22.500,25.000,29.000,10.000,6530,,36,1,5,3,19,1
14557,209,186,238,326,368,342,355,14557,,,,1,2,3,,14557,,,,,3,6,1,14557,37,32,29,31,32,31,35,14557,,,26.666,22.000,21.666,27.500,26.428,14557,,,16,10,7,4,42
7254,381,350,341,451,395,293,332,7254,,,,1,1,,,,,,,,,,,7254,35,28,33,34,35,33,37,7254,,10.714,18.750,40.000,19.375,13.333,25.000,7254,,25,6,3,13,5,14
6280,39,25,37,86,5,5,133,6280,1,,,,,,,6280,,,1,,,,,6280,43,44,50,45,32,34,47,6280,,,,22.000,,,26.562,6280,,,,27,,,48
17634,175,151,93,116,212,275,397,17634,,,,,2,,1,,,,,,,,,17634,32,23,22,14,28,30,34,17634,25.000,,,100.000,,,25.000,17634,3,,,1,,,34
25413,,,,97,220,290,127,25413,,,,,1,,,,,,,,,,,25413,,,,12,16,17,10,25413,,,,17.500,37.857,30.000,,25413,,,,14,39,3,
22896,684,759,313,362,660,344,528,22896,1,,,,,,,,,,,,,,,22896,21,23,23,23,33,23,32,22896,0.000,34.375,20.000,5.000,25.000,25.000,29.545,22896,7,106,5,4,5,3,44
16872,256,138,132,201,313,378,413,16872,,,,,4,1,,16872,4,,2,,,2,2,16872,29,27,20,21,27,37,33,16872,0.000,,,28.125,,12.500,20.909,16872,2,,,17,,3,22
21217,186,133,158,88,129,95,170,,,,,,,,,,,,,,,,,21217,35,29,26,26,27,20,25,21217,3.166,,21.666,,,,36.363,21217,6,,4,,,,66
7863,347,230,262,293,319,335,313,7863,,,,,,1,,7863,,,,,1,,,7863,34,30,33,33,39,42,44,7863,,10.000,10.000,11.666,26.000,40.000,22.500,7863,,1,1,10,16,11,12
24066,23,64,84,16,33,113,72,,,,,,,,,,,,,,,,,24066,4,27,31,24,30,23,21,24066,3.125,,,,,21.428,15.000,24066,10,,,,,28,3
22958,97,123,158,149,228,147,293,22958,,,,,3,,,22958,,2,,,,,,22958,13,25,10,16,25,14,27,22958,3.000,0.000,34.285,22.500,,25.000,18.666,22958,4,2,28,3,,6,19
18306,443,518,515,314,444,553,419,,,,,,,,,,,,,,,,,18306,30,23,20,19,23,27,28,18306,,6.250,31.111,36.250,26.000,18.000,25.000,18306,,5,30,9,10,11,4
12280,450,224,426,723,460,419,680,12280,1,,,,,,,,,,,,,,,12280,18,20,20,24,19,23,29,12280,25.000,,,32.500,12.500,40.000,23.571,12280,5,,,14,5,3,9
23121,484,550,253,596,740,403,557,,,,,,,,,,,,,,,,,23121,20,14,14,19,25,17,24,23121,0.000,25.000,,35.000,,,16.666,23121,5,2,,27,,,56
21678,425,306,776,131,490,825,283,21678,,,1,,,,,,,,,,,,,21678,21,25,23,12,23,34,18,21678,,21.666,34.285,,37.000,21.250,22.222,21678,,9,116,,58,9,26
19636,35,35,13,64,7,32,49,19636,,,,,,,1,,,,,,,,,19636,7,30,14,20,8,11,30,19636,,20.000,,12.500,,23.125,26.000,19636,,3,,35,,20,33
9818,160,198,105,165,177,238,353,,,,,,,,,9818,,,,,,,2,9818,17,22,15,19,17,15,18,9818,17.500,24.333,11.000,31.000,23.000,22.000,15.833,9818,2,3,5,6,8,32,11
18561,121,176,141,111,128,115,154,18561,,1,1,,,1,1,,,,,,,,,18561,29,25,29,25,25,25,29,18561,,35.714,18.333,36.250,24.166,13.333,7.500,18561,,48,7,5,11,17,25
7576,188,99,55,69,,,,,,,,,,,,,,,,,,,,7576,27,22,21,8,0,0,0,7576,,,,13.333,,,,7576,,,,4,,,
6559,159,206,123,357,154,203,177,6559,,,1,1,1,2,,,,,,,,,,6559,11,13,13,16,17,15,15,6559,10.000,20.000,20.000,38.333,27.500,21.363,22.777,6559,18,10,3,3,2,29,22
25030,,,,125,50,,,,,,,,,,,,,,,,,,,25030,,,0,16,10,0,0,25030,,,,5.933,25.000,,,25030,,,,27,3,,
23338,236,119,15,44,16,113,172,,,,,,,,,,,,,,,,,23338,16,14,14,6,3,23,8,23338,,,,,,0.000,18.000,23338,,,,,,2,32
18872,73,20,47,159,88,95,22,,,,,,,,,,,,,,,,,18872,17,8,8,16,20,12,4,18872,,,16.000,20.000,,30.000,,18872,,,9,28,,29,
5943,373,258,291,342,658,544,764,5943,,1,,,,,1,5943,1,,,2,4,5,4,5943,30,29,33,32,34,29,31,5943,,16.666,10.000,15.000,15.000,21.875,,5943,,6,15,35,10,20,
23380,70,64,,,,,,,,,,,,,,,,,,,,,,23380,15,4,0,0,0,,,23380,0.000,20.000,,,,,,23380,1,3,,,,,
5661,467,307,485,606,423,495,508,5661,,,,4,,,,,,,,,,,,5661,19,18,14,21,16,11,14,5661,,,200.000,30.000,150.000,40.000,,5661,,,1,2,2,1,
5681,111,88,113,116,190,200,185,5681,,,,,1,,,5681,2,,,,2,2,,5681,29,31,26,25,35,35,37,5681,,,100.000,50.000,,20.000,,5681,,,2,3,,3,
25465,,,,,102,275,436,25465,,,,,1,,1,25465,,,,,,,1,25465,,,,1,17,22,29,25465,,,,,25.000,21.538,17.500,25465,,,,,4,29,9
18598,81,87,90,96,51,107,39,18598,,,,,,1,,,,,,,,,,18598,20,25,26,27,20,19,15,18598,,30.000,6.666,,25.000,20.000,15.000,18598,,14,10,,3,16,5
24191,,435,429,320,246,165,224,,,,,,,,,,,,,,,,,24191,0,33,23,26,21,19,20,24191,,18.333,,,,,,24191,,11,,,,,
21834,73,229,42,108,101,159,290,21834,,,,,2,1,,21834,,1,,,,,,21834,25,32,2,29,27,27,37,21834,,,,,,20.000,10.000,21834,,,,,,10,5
21792,192,132,190,315,207,163,169,,,,,,,,,,,,,,,,,21792,38,35,33,31,34,31,31,21792,25.000,0.000,25.000,31.923,28.750,,28.636,21792,2,3,3,41,5,,17
20827,104,102,163,152,153,271,242,,,,,,,,,,,,,,,,,20827,16,13,10,13,17,13,18,20827,25.000,,21.166,6.250,,,,20827,1,,22,13,,,
16041,122,181,113,47,114,186,93,16041,,,,,,1,,,,,,,,,,16041,26,27,27,18,20,22,19,16041,,35.000,26.250,,35.000,23.333,5.000,16041,,4,7,,4,16,5
21154,192,207,216,161,174,248,317,21154,,1,1,1,1,1,,21154,,,,,2,1,1,21154,47,47,44,40,43,44,44,21154,25.000,32.500,,100.000,25.000,30.000,,21154,2,4,,1,3,5,
24240,,51,669,528,632,396,371,,,,,,,,,,,,,,,,,24240,,0,14,8,15,17,14,24240,,21.666,13.333,25.833,24.000,,24.000,24240,,9,5,14,6,,39
21104,206,132,197,270,172,305,192,21104,1,,,,,,,,,,,,,,,21104,19,17,22,24,16,21,18,21104,25.000,,16.000,20.636,,29.642,40.000,21104,3,,3,30,,39,2
14397,179,192,136,338,593,384,599,,,,,,,,,,,,,,,,,14397,23,25,23,27,32,24,37,14397,25.000,,,25.357,15.000,20.000,27.916,14397,1,,,64,9,2,43
16502,309,338,259,328,305,448,89,16502,2,,1,,,,,16502,,,,,,1,,16502,33,34,36,28,33,34,10,16502,25.000,,15.000,30.000,,24.285,,16502,1,,2,2,,11,
25459,,,,25,59,441,933,25459,,,,,,1,2,,,,,,,,,25459,,,,0,5,16,32,25459,,,,,,,16.470,25459,,,,,,,49
21241,637,404,550,556,529,652,460,,,,,,,,,,,,,,,,,21241,24,19,30,27,27,35,28,21241,,,0.000,17.812,,28.846,0.000,21241,,,1,57,,32,4
19870,103,62,98,136,147,160,172,19870,,,,,,,2,,,,,,,,,19870,26,25,28,19,23,22,28,19870,25.000,,,25.000,28.750,27.222,0.000,19870,1,,,27,5,20,1
12018,172,59,87,103,101,146,121,12018,2,,,,2,,,,,,,,,,,12018,27,8,14,19,26,26,18,12018,,,40.000,11.000,25.000,25.000,28.529,12018,,,10,8,1,1,28
20899,947,518,278,153,342,388,458,,,,,,,,,,,,,,,,,20899,22,16,10,3,14,10,11,20899,25.000,,200.000,,150.000,,10.000,20899,1,,1,,2,,1
7396,62,48,44,66,128,56,51,7396,,,,,,1,,7396,,2,1,,,,,7396,28,24,22,22,31,27,20,7396,25.000,0.000,,100.000,25.000,,30.000,7396,2,1,,1,4,,2
25581,,,,,50,123,354,,,,,,,,,,,,,,,,,25581,,,,,1,9,26,25581,,,,,,17.500,13.750,25581,,,,,,8,9
7843,294,243,275,216,292,182,356,7843,,,,,,1,,7843,1,,,,,,,7843,36,32,30,27,25,33,33,7843,,,,,,,33.214,7843,,,,,,,57
19937,442,457,661,385,610,330,866,,,,,,,,,,,,,,,,,19937,31,25,31,18,25,13,27,19937,,13.000,15.000,40.000,19.285,19.000,6.666,19937,,10,8,3,12,27,3
21835,263,178,468,330,290,142,101,21835,,,1,,,,,,,,,,,,,21835,31,30,33,28,34,18,24,21835,,,19.000,,,,,21835,,,10,,,,
10407,154,122,145,92,58,134,78,,,,,,,,,,,,,,,,,10407,21,23,22,18,19,28,14,10407,,,,,,30.000,18.333,10407,,,,,,1,7
7278,29,54,13,45,73,39,8,,,,,,,,,7278,,,,,3,,,7278,14,17,16,19,26,15,10,7278,25.000,16.250,,14.285,,,,7278,3,6,,7,,,
12198,67,31,20,32,189,160,131,12198,,,,2,,,,12198,,,,,,,11,12198,20,20,14,13,33,31,31,12198,19.000,,15.000,15.000,22.857,28.333,,12198,1,,1,1,12,7,
6110,123,181,162,142,131,125,65,6110,1,,,,,,,,,,,,,,,6110,16,24,21,19,22,26,5,6110,,25.000,,40.000,25.555,10.000,15.000,6110,,2,,15,31,2,3
16360,512,472,319,253,291,379,546,16360,3,3,1,1,1,,3,16360,,5,3,3,2,,3,16360,39,29,28,23,27,27,25,16360,9.500,28.125,25.000,30.000,,,30.000,16360,2,35,2,2,,,59
25849,,,,,3,102,315,,,,,,,,,,,,,,,,,25849,,,,,0,10,24,25849,,,,,,,19.000,25849,,,,,,,7
24798,,,16,262,359,364,207,24798,,,,1,3,,2,,,,,,,,,24798,,,10,21,24,24,26,24798,,,,8.000,22.500,19.090,9.500,24798,,,,5,6,49,3
11434,140,126,232,155,219,131,302,,,,,,,,,11434,,1,7,2,6,3,2,11434,28,22,14,21,24,16,31,11434,,25.000,26.666,20.000,25.000,25.000,17.500,11434,,1,5,3,3,2,16
9860,219,174,168,165,183,256,367,9860,,,,,,2,1,9860,,,,,,2,,9860,25,22,24,22,22,24,22,9860,10.000,40.000,7.000,24.857,,,23.684,9860,3,4,4,9,,,29
21019,155,171,130,95,98,71,42,,,,,,,,,,,,,,,,,21019,25,21,28,15,12,14,10,21019,,30.000,18.333,32.000,25.000,12.857,10.000,21019,,10,7,9,5,12,1
18098,93,116,89,70,77,103,117,18098,,,2,,,,,,,,,,,,,18098,33,33,24,17,25,26,35,18098,,10.000,10.000,,,,,18098,,1,1,,,,
24990,,,3,62,105,63,32,,,,,,,,,,,,,,,,,24990,,,0,4,13,3,1,24990,,,,7.333,14.500,25.000,10.000,24990,,,,27,27,6,7
18215,236,279,421,639,424,505,551,18215,,,,1,,,,,,,,,,,,18215,29,29,31,38,30,30,35,18215,,,13.750,37.857,,26.666,13.333,18215,,,7,11,,4,3
17023,163,142,226,258,218,253,172,17023,,,2,4,2,1,,17023,,,,2,,,,17023,31,29,33,35,36,35,46,17023,,28.125,13.333,36.250,22.500,21.250,10.000,17023,,33,9,6,7,7,2
23231,466,472,465,676,698,381,393,23231,,,,,,1,,,,,,,,,,23231,25,22,31,30,34,31,36,23231,0.000,12.857,,14.000,,28.500,15.000,23231,8,23,,7,,21,12
